OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier,cluster
98905,Congenital multicore myopathy with external ophthalmoplegia,"Infancy, Neonatal",Autosomal recessive,1,12
98908,Neutral lipid storage disease with myopathy,Adult,Autosomal recessive,3,0
98907,Neutral lipid storage disease with ichthyosis,"Infancy, Neonatal",Autosomal recessive,1,2
98909,Desminopathy,"Adolescent, Adult, Childhood, Infancy","Autosomal dominant, Autosomal recessive",2,1
98933,"Multiple system atrophy, parkinsonian type",Adult,Not applicable,3,10
98934,Huntington disease-like 2,Adult,Autosomal dominant,3,13
98919,Miller Fisher syndrome,All ages,"Multigenic/multifactorial, Not applicable",3,5
98920,Spinal muscular atrophy with respiratory distress type 1,"Infancy, Neonatal",Autosomal recessive,1,2
98942,Coloboma of choroid and retina,Unknown,Autosomal dominant,3,11
98938,Colobomatous microphthalmia,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive",1,12
98949,Complete cryptophthalmia,"Antenatal, Neonatal",Unknown,3,14
98950,Partial cryptophthalmia,"Antenatal, Neonatal",Unknown,3,14
98948,Congenital symblepharon,"Antenatal, Neonatal",Unknown,3,14
98957,Gelatinous drop-like corneal dystrophy,Childhood,Autosomal recessive,2,7
98956,Epithelial basement membrane dystrophy,Unknown,Autosomal dominant,3,11
98955,Lisch epithelial corneal dystrophy,Childhood,X-linked dominant,2,7
98954,Meesmann corneal dystrophy,Childhood,Autosomal dominant,2,7
98964,Lattice corneal dystrophy type I,All ages,Autosomal dominant,3,4
98963,Granular corneal dystrophy type II,Childhood,Autosomal dominant,2,1
98962,Granular corneal dystrophy type I,Childhood,Autosomal dominant,2,1
98961,Reis-Bücklers corneal dystrophy,Childhood,Autosomal dominant,2,7
98960,Thiel-Behnke corneal dystrophy,"Adolescent, Adult, Childhood",Autosomal dominant,2,1
98959,Subepithelial mucinous corneal dystrophy,Childhood,Autosomal dominant,2,7
98971,Posterior amorphous corneal dystrophy,"Infancy, Neonatal",Autosomal dominant,2,1
98972,Central cloudy dystrophy of François,Childhood,Autosomal dominant,2,7
98973,Posterior polymorphous corneal dystrophy,Childhood,Autosomal dominant,2,1
98974,Fuchs endothelial corneal dystrophy,Adult,"Autosomal dominant, Multigenic/multifactorial, Not applicable",3,13
98967,Schnyder corneal dystrophy,All ages,Autosomal dominant,3,13
98969,Macular corneal dystrophy,All ages,Autosomal recessive,3,4
98970,Fleck corneal dystrophy,All ages,Autosomal dominant,3,13
98976,Congenital glaucoma,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable",1,2
98977,Juvenile glaucoma,"Adolescent, Childhood",Autosomal dominant,2,1
98978,Axenfeld anomaly,"Childhood, Infancy, Neonatal",Autosomal dominant,2,1
98988,Early-onset anterior polar cataract,"Infancy, Neonatal",Autosomal dominant,2,8
98990,Coralliform cataract,"Infancy, Neonatal",Autosomal dominant,2,8
98989,Cerulean cataract,Childhood,Autosomal dominant,2,1
98984,Pulverulent cataract,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,12
98985,Early-onset sutural cataract,"Infancy, Neonatal",Autosomal dominant,2,8
98995,Early-onset zonular cataract,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1,12
98992,Early-onset partial cataract,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1,12
98991,Early-onset nuclear cataract,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1,12
98994,Total early-onset cataract,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,12
98993,Early-onset posterior polar cataract,"Infancy, Neonatal",Autosomal dominant,2,8
99001,Butterfly-shaped pigment dystrophy,Adult,Autosomal dominant,3,13
99002,Reticular dystrophy of the retinal pigment epithelium,Adult,"Autosomal recessive, Unknown",3,0
99000,Adult-onset foveomacular vitelliform dystrophy,Adult,"Autosomal dominant, Not applicable",3,13
99003,Multifocal pattern dystrophy simulating fundus flavimaculatus,Adult,Autosomal dominant,3,13
99013,Spastic paraplegia type 7,"Adolescent, Adult, Childhood, Elderly","Autosomal dominant, Autosomal recessive",2,1
99014,X-linked Charcot-Marie-Tooth disease type 5,"Childhood, Infancy",X-linked recessive,2,7
99015,Spastic paraplegia type 2,Childhood,X-linked recessive,2,7
585867,Acute myeloid leukemia with t(9;22)(q34.1;q11.2),"Adolescent, Adult, Childhood, Elderly, Infancy, Neonatal",Unknown,2,8
585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,"Adolescent, Adult, Childhood, Elderly, Infancy",Unknown,2,14
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),"Adolescent, Adult, Childhood, Elderly, Infancy",Not applicable,2,8
585936,B-lymphoblastic leukemia/lymphoma with hyperdiploidy,"Adolescent, Adult, Childhood",Unknown,2,14
585942,B-lymphoblastic leukemia/lymphoma with hypodiploidy,"Adolescent, Adult, Childhood",Unknown,2,14
585918,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),"Adolescent, Adult, Childhood, Infancy",Unknown,2,14
585929,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),"Adolescent, Adult, Childhood",Unknown,2,14
99027,Adult-onset autosomal dominant leukodystrophy,Adult,Autosomal dominant,3,13
585956,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),"Adolescent, Adult, Childhood",Unknown,2,14
585948,B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3),"Adolescent, Adult, Childhood",Unknown,2,14
586130,Sporadic fatal insomnia,"Adult, Elderly",Unknown,3,0
99042,Congenitally uncorrected transposition of the great arteries with coarctation,"Infancy, Neonatal","Multigenic/multifactorial, Not applicable",2,8
99043,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,Unknown,Multigenic/multifactorial,3,11
99045,Double outlet right ventricle with subpulmonary ventricular septal defect,Unknown,Multigenic/multifactorial,3,11
99046,Double outlet right ventricle with non-committed subpulmonary ventricular septal defect,Unknown,Multigenic/multifactorial,3,11
99050,Abnormal origin of right or left pulmonary artery from the aorta,"Infancy, Neonatal",Unknown,2,8
98606,Syndromic orbital border hypoplasia,Neonatal,Unknown,3,14
98555,Microphthalmia-anophthalmia-coloboma,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1,12
98676,Autosomal recessive isolated optic atrophy,"Childhood, Infancy, Neonatal",Autosomal recessive,1,2
98673,"Autosomal dominant optic atrophy, classic form","Adolescent, Adult, Childhood",Autosomal dominant,2,1
98672,Autosomal dominant optic atrophy,Childhood,Autosomal dominant,2,8
98627,Posterior corneal dystrophy,All ages,"Autosomal dominant, Autosomal recessive, X-linked recessive",3,4
98626,Stromal corneal dystrophy,All ages,"Autosomal dominant, Autosomal recessive",3,4
98625,Superficial corneal dystrophy,All ages,"Autosomal dominant, X-linked recessive",3,4
98619,Rare isolated myopia,Unknown,"Autosomal dominant, Autosomal recessive",3,11
583602,Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency,Unknown,Autosomal recessive,3,3
583607,Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,Unknown,Autosomal recessive,3,3
583595,"Serine biosynthesis pathway deficiency, infantile/juvenile form","Antenatal, Infancy, Neonatal",Unknown,2,14
583612,Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency,Unknown,Autosomal recessive,3,3
583856,Isolated splenic vein thrombosis,"Adult, Elderly",Unknown,3,6
583861,Isolated mesenteric vein thrombosis,"Adult, Elderly",Unknown,3,0
98723,Hypoplastic right heart syndrome,Neonatal,Unknown,3,14
98686,Congenital trochlear nerve palsy,Neonatal,Not applicable,3,8
583097,Congenital infiltrating lipomatosis of the face,Neonatal,Unknown,3,14
98798,Isochromosomy Yq syndrome,"Adolescent, Adult",Unknown,3,6
98797,Isochromosomy Yp syndrome,"Adolescent, Adult",Unknown,3,6
98795,Angelman syndrome due to paternal uniparental disomy of chromosome 15,Infancy,Unknown,2,14
98794,Angelman syndrome due to maternal 15q11q13 deletion,Infancy,Unknown,2,14
98793,Prader-Willi syndrome due to paternal 15q11q13 deletion,"Antenatal, Neonatal",Autosomal dominant,3,8
98791,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,"Infancy, Neonatal","Not applicable, Unknown",2,14
98806,"Primary dystonia, DYT6 type","Adolescent, Adult, Childhood",Autosomal dominant,2,7
98805,"Primary dystonia, DYT4 type","Adolescent, Adult",Autosomal dominant,3,4
98784,Sleep-related hypermotor epilepsy,"Adolescent, Adult, Childhood",Autosomal dominant,2,1
98764,Spinocerebellar ataxia type 27A,"Adolescent, Adult",Autosomal dominant,3,4
98763,Spinocerebellar ataxia type 14,"Adolescent, Adult, Childhood, Elderly",Autosomal dominant,2,7
98766,Spinocerebellar ataxia type 5,"Adolescent, Adult, Childhood, Elderly",Autosomal dominant,2,7
98765,Spinocerebellar ataxia type 4,Adult,Autosomal dominant,3,13
98760,Spinocerebellar ataxia type 8,Adult,Autosomal dominant,3,13
98759,Spinocerebellar ataxia type 17,All ages,Autosomal dominant,3,13
98762,Spinocerebellar ataxia type 12,All ages,Autosomal dominant,3,13
98761,Spinocerebellar ataxia type 10,Adult,Autosomal dominant,3,13
98772,Spinocerebellar ataxia type 19/22,Adult,Autosomal dominant,3,13
98771,Spinocerebellar ataxia type 18,Adult,Autosomal dominant,3,13
98773,Spinocerebellar ataxia type 21,Adolescent,Autosomal dominant,3,4
98768,Spinocerebellar ataxia type 13,Adult,Autosomal dominant,3,13
98767,Spinocerebellar ataxia type 11,"Adolescent, Adult, Childhood, Elderly",Autosomal dominant,2,7
98769,Spinocerebellar ataxia type 15/16,"Adult, Elderly",Autosomal dominant,3,13
580940,QRICH1-related intellectual disability-chondrodysplasia syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant,2,1
580951,Punctate inner choroidopathy,Adult,Unknown,3,0
580933,Lethal brain and heart developmental defects,Antenatal,Autosomal recessive,1,2
98755,Spinocerebellar ataxia type 1,All ages,Autosomal dominant,3,4
98756,Spinocerebellar ataxia type 2,All ages,Autosomal dominant,3,4
98757,Spinocerebellar ataxia type 3,"Adult, Childhood",Autosomal dominant,2,1
98758,Spinocerebellar ataxia type 6,"Adolescent, Adult, Elderly",Autosomal dominant,3,4
581271,Cramp-fasciculation syndrome,Adult,Autosomal dominant,3,13
98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,"Adolescent, Adult",Not applicable,3,10
98352,Autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature,Unknown,Autosomal dominant,3,11
98353,Autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature,Unknown,Autosomal dominant,3,11
98356,Autosomal recessive isolated diffuse palmoplantar keratoderma,Unknown,Autosomal recessive,3,3
98357,Autosomal recessive disease with focal palmoplantar keratoderma as a major feature,Unknown,Autosomal recessive,3,3
580572,Intraductal tubulopapillary neoplasm of pancreas,"Adult, Elderly",Unknown,3,6
98349,Autosomal dominant isolated diffuse palmoplantar keratoderma,Unknown,Autosomal dominant,3,11
98306,Familial partial lipodystrophy,"Adolescent, Adult, Childhood, Elderly","Autosomal dominant, Autosomal recessive",2,7
576232,Partial atrioventricular septal defect with ventricular hypoplasia,Unknown,Not applicable,3,9
576235,Partial atrioventricular septal defect without ventricular hypoplasia,Unknown,Not applicable,3,9
576074,Middle East respiratory syndrome,All ages,Unknown,3,0
575553,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,Adult,Autosomal dominant,3,13
576379,Iatrogenic Creutzfeldt-Jakob disease,Adult,Unknown,3,0
576349,NLRC4-related familial cold autoinflammatory syndrome,"Childhood, Infancy",Autosomal dominant,2,1
576370,Variant Creutzfeldt-Jakob disease,Adult,Unknown,3,0
576283,SATB2-associated syndrome due to a pathogenic variant,"Antenatal, Infancy, Neonatal",Autosomal dominant,2,8
576278,SATB2-associated syndrome,"Infancy, Neonatal",Autosomal dominant,2,8
573253,Split cord malformation type II,"Adolescent, Adult, Childhood, Infancy",Unknown,2,14
574957,Mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency,All ages,Autosomal recessive,3,4
574918,Predisposition to severe viral infection due to IRF7 deficiency,All ages,Autosomal recessive,3,0
98375,Autoimmune hemolytic anemia,All ages,Multigenic/multifactorial,3,10
573278,Split cord malformation,"Adolescent, Adult, Childhood, Infancy",Unknown,2,14
572385,Brachydactyly type B1,Antenatal,Autosomal dominant,3,1
572361,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,Antenatal,Autosomal dominant,3,8
98428,Secondary polycythemia,All ages,"Autosomal dominant, Autosomal recessive",3,4
572428,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,Infancy,Autosomal dominant,2,1
98434,Hereditary combined deficiency of vitamin K-dependent clotting factors,"Adolescent, Adult, Infancy, Neonatal",Autosomal recessive,1,2
572543,RFVT2-related riboflavin transporter deficiency,"Childhood, Infancy",Autosomal recessive,2,7
572550,RFVT3-related riboflavin transporter deficiency,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive,2,7
572773,Microcephaly-short stature-limb abnormalities syndrome,Antenatal,Autosomal recessive,1,2
572798,WARS2-related combined oxidative phosphorylation defect,"Infancy, Neonatal",Autosomal recessive,1,2
572761,DONSON-related microcephaly-short stature-limb abnormalities spectrum,"Antenatal, Neonatal",Autosomal recessive,1,2
572768,Microcephaly-micromelia syndrome,Antenatal,Autosomal recessive,1,2
98523,Non-syndromic pontocerebellar hypoplasia,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,12
572013,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Infancy,Autosomal dominant,2,1
572333,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,Antenatal,Unknown,3,8
572354,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,Antenatal,Autosomal recessive,1,12
570762,Infective endocarditis,All ages,Unknown,3,6
570491,QRSL1-related combined oxidative phosphorylation defect,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,2
570470,Ricin poisoning,All ages,Not applicable,3,5
570438,HHV-8-associated multicentric Castleman disease,All ages,Unknown,3,6
570431,Idiopathic multicentric Castleman disease,All ages,Unknown,3,6
570422,Galactose mutarotase deficiency,"Infancy, Neonatal",Autosomal recessive,1,2
570371,Bartter syndrome type 5,Antenatal,X-linked recessive,3,1
708684,Eosinophilic cystitis,All ages,Unknown,3,0
708895,Tetrahydrobiopterin-unresponsive phenylketonuria,Unknown,Autosomal recessive,3,3
708203,Intellectual disability-small hands and feet-drug-resistant epilepsy syndrome,Unknown,X-linked dominant,3,11
708208,Developmental delay-white matter abnormalities-strabismus-recurrent respiratory tract infections syndrome,Unknown,Autosomal dominant,3,11
714385,Global developmental delay-high pain tolerance-intellectual disability syndrome,Unknown,Autosomal dominant,3,11
714160,Presumed ocular histoplasmosis syndrome,Unknown,Not applicable,3,9
714070,"Incomplete congenital stationary night blindness, Schubert-Bornschein type",Unknown,"Autosomal recessive, X-linked recessive",3,3
714046,Primary choroidal lymphoma,Unknown,Not applicable,3,9
714101,Acute idiopathic maculopathy,Unknown,Not applicable,3,9
714096,"Congenital stationary night blindness, Riggs type",Unknown,"Autosomal dominant, Autosomal recessive",3,3
714090,"Congenital stationary night blindness, Schubert-Bornschein type",Unknown,"Autosomal recessive, X-linked recessive",3,3
714484,AGR2-related infantile-onset inflammatory bowel disease,Unknown,Autosomal recessive,3,3
714487,Congenital diarrhea-chronic gastrointestinal inflammation-ocular dysgenesis syndrome,Unknown,Autosomal recessive,3,3
714477,Early-onset inflammatory bowel disease-ulcerative skin lesions-immunodeficiency syndrome,Unknown,Autosomal recessive,3,3
714481,SCGN-related severe early-onset hereditary ulcerative colitis,Unknown,Autosomal recessive,3,3
714496,Immunodeficiency-congenital thrombocytopenia-hypereosinophilia-colitis-vasculitis syndrome,Unknown,Autosomal recessive,3,3
714652,PCDH19 clustering epilepsy,Unknown,X-linked dominant,3,11
714490,PERCC1-related congenital intractable malabsorptive diarrhea,Unknown,Autosomal recessive,3,3
714493,Congenital thrombocytopenia-recurrent infections syndrome due to WIP deficiency,Unknown,Autosomal recessive,3,3
714407,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome due to NFIB mutation,Unknown,Autosomal dominant,3,11
714410,CARD8-related inflammatory bowel disease,Unknown,Autosomal dominant,3,11
714399,Global developmental delay-dental enamel defects-ataxia syndrome,Unknown,Autosomal dominant,3,11
714404,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome,Unknown,Autosomal dominant,3,11
714472,Inflammatory bowel disease-autoimmunity-sinopulmonary infections-lymphadenopathy syndrome,Unknown,Autosomal dominant,3,11
714423,Infantile-onset inflammatory bowel disease-hearing loss-recurrent infections syndrome,Unknown,Autosomal dominant,3,11
715128,Hemoglobin E-beta-thalassemia major,Unknown,Autosomal recessive,3,3
715125,Hemoglobin E-beta-thalassemia intermedia,Unknown,Autosomal recessive,3,3
714806,Multifocal sporadic venous malformation,Unknown,Not applicable,3,9
714726,Retroperitoneal arteriovenous malformation,Unknown,Not applicable,3,9
714715,Pelvic arteriovenous malformation,Unknown,Not applicable,3,9
714737,Diffuse capillary malformation with overgrowth,Unknown,Not applicable,3,9
714709,Mediastinal arteriovenous malformation,Unknown,Not applicable,3,9
715326,Spinal epidural arteriovenous malformation,Unknown,Unknown,3,9
715331,Paraspinal arteriovenous malformation,Unknown,Not applicable,3,9
